,HM01_UR,HM01_UTI,HM03_UR,HM03_UTI,HM06_UR,HM06_UTI,HM07_UR,HM07_UTI,HM14_UR,HM14_UTI,HM17_UR,HM17_UTI,HM43_UR,HM43_UTI,HM54_UR,HM54_UTI,HM56_UR,HM56_UTI,HM57_UR,HM57_UTI,HM60_UR,HM60_UTI,HM66_UR,HM66_UTI,HM68_UR,HM68_UTI,HM86_UR,HM86_UTI
b0758,20126.0,454.0,21750.0,538.0,13014.0,393.0,8902.0,176.0,18901.0,581.0,10305.0,83.0,7929.0,731.0,12648.0,686.0,9607.0,791.0,12687.0,58.0,14593.0,50.0,15124.0,3.0,721.0,105.0,12559.0,356.0
b2953,751.0,125.0,921.0,359.0,629.0,129.0,825.0,71.0,661.0,489.0,561.0,56.0,544.0,241.0,416.0,260.0,297.0,482.0,321.0,34.0,280.0,26.0,287.0,5.0,740.0,89.0,294.0,195.0
b0453,180.0,16.0,412.0,9.0,159.0,11.0,696.0,4.0,297.0,12.0,312.0,3.0,748.0,9.0,488.0,17.0,417.0,57.0,648.0,3.0,10.0,0.0,243.0,0.0,441.0,5.0,67.0,15.0
b2306,2286.0,183.0,2230.0,344.0,1222.0,100.0,2087.0,93.0,2176.0,1144.0,724.0,31.0,956.0,142.0,1419.0,76.0,1326.0,331.0,603.0,11.0,1917.0,24.0,855.0,2.0,1717.0,28.0,571.0,188.0
b4622,4.0,0.0,18.0,0.0,11.0,8.0,17.0,1.0,13.0,3.0,6.0,2.0,2.0,4.0,25.0,3.0,6.0,5.0,7.0,9.0,2.0,5.0,21.0,3.0,16.0,1.0,6.0,2.0
b1671,101.0,2.0,196.0,5.0,108.0,10.0,216.0,1.0,110.0,15.0,87.0,2.0,78.0,16.0,112.0,4.0,112.0,12.0,75.0,1.0,15.0,0.0,88.0,0.0,70.0,7.0,49.0,4.0
b2130,137.0,14.0,380.0,14.0,128.0,15.0,354.0,4.0,117.0,8.0,143.0,2.0,162.0,16.0,189.0,12.0,132.0,41.0,182.0,5.0,57.0,6.0,153.0,0.0,109.0,3.0,24.0,11.0
b2701,1178.0,271.0,1810.0,648.0,2078.0,377.0,1559.0,270.0,1312.0,859.0,862.0,147.0,775.0,428.0,1068.0,364.0,733.0,1008.0,612.0,61.0,437.0,36.0,560.0,8.0,450.0,212.0,331.0,278.0
b1852,3597.0,1146.0,4710.0,1685.0,5486.0,1227.0,5095.0,483.0,4258.0,3366.0,4746.0,362.0,5130.0,2346.0,4009.0,1405.0,3769.0,2540.0,4140.0,172.0,1614.0,126.0,3823.0,9.0,6451.0,569.0,3340.0,1456.0
b0853,1329.0,230.0,1795.0,642.0,2035.0,556.0,3662.0,118.0,1424.0,990.0,1401.0,142.0,1166.0,601.0,1065.0,601.0,798.0,1118.0,1075.0,66.0,717.0,58.0,807.0,9.0,2174.0,209.0,788.0,716.0
b2582,572.0,163.0,2617.0,728.0,2174.0,469.0,4194.0,789.0,2713.0,1732.0,1484.0,31.0,956.0,1535.0,1897.0,732.0,1237.0,741.0,1271.0,30.0,1477.0,31.0,553.0,2.0,1938.0,316.0,979.0,542.0
b3398,847.0,347.0,1886.0,819.0,2182.0,580.0,1225.0,118.0,828.0,324.0,1310.0,167.0,1469.0,710.0,1464.0,868.0,493.0,848.0,1108.0,97.0,409.0,37.0,955.0,13.0,3292.0,298.0,1123.0,753.0
b3704,1689.0,1112.0,1923.0,2383.0,2577.0,1692.0,1423.0,740.0,925.0,1570.0,968.0,302.0,645.0,1227.0,634.0,2229.0,335.0,4029.0,260.0,268.0,372.0,229.0,515.0,15.0,752.0,546.0,716.0,1363.0
b1846,546.0,273.0,839.0,146.0,507.0,458.0,911.0,118.0,654.0,240.0,339.0,17.0,423.0,539.0,484.0,251.0,259.0,216.0,458.0,15.0,377.0,15.0,397.0,4.0,1196.0,37.0,365.0,69.0
b2243,344.0,4.0,3602.0,30.0,448.0,36.0,2550.0,7.0,3967.0,33.0,374.0,0.0,120.0,43.0,78.0,8.0,200.0,27.0,199.0,6.0,124.0,2.0,242.0,0.0,67.0,3.0,277.0,22.0
b3058,538.0,181.0,843.0,327.0,950.0,128.0,959.0,71.0,672.0,594.0,508.0,86.0,426.0,179.0,394.0,346.0,326.0,731.0,380.0,43.0,311.0,46.0,309.0,7.0,811.0,93.0,302.0,417.0
b2251,474.0,48.0,1575.0,164.0,618.0,78.0,1132.0,19.0,1226.0,312.0,1071.0,17.0,649.0,98.0,389.0,46.0,811.0,109.0,377.0,12.0,915.0,22.0,986.0,2.0,398.0,58.0,641.0,66.0
b0710,3098.0,149.0,5564.0,394.0,4361.0,256.0,5998.0,150.0,4410.0,622.0,3127.0,77.0,5281.0,604.0,4193.0,429.0,2802.0,639.0,4024.0,41.0,2050.0,33.0,2768.0,4.0,5756.0,212.0,2642.0,299.0
b3668,71.0,115.0,289.0,522.0,474.0,254.0,283.0,94.0,190.0,143.0,258.0,58.0,133.0,115.0,227.0,250.0,143.0,578.0,98.0,63.0,103.0,38.0,826.0,4.0,213.0,87.0,107.0,208.0
b0765,554.0,103.0,845.0,245.0,1261.0,244.0,1252.0,66.0,846.0,395.0,745.0,45.0,1060.0,460.0,813.0,308.0,952.0,723.0,537.0,51.0,674.0,38.0,594.0,2.0,770.0,126.0,667.0,230.0
b3828,9987.0,57.0,6412.0,141.0,9582.0,355.0,3380.0,29.0,15529.0,762.0,15213.0,36.0,20254.0,224.0,13234.0,54.0,13534.0,222.0,27046.0,15.0,7647.0,15.0,5048.0,0.0,255.0,66.0,2888.0,197.0
b2792,238.0,96.0,507.0,228.0,606.0,248.0,231.0,50.0,182.0,219.0,144.0,56.0,159.0,159.0,125.0,201.0,115.0,535.0,93.0,40.0,50.0,11.0,56.0,2.0,237.0,71.0,131.0,260.0
b4199,89.0,5.0,166.0,6.0,97.0,35.0,320.0,4.0,95.0,9.0,159.0,5.0,218.0,59.0,147.0,5.0,202.0,8.0,367.0,13.0,96.0,13.0,158.0,0.0,112.0,5.0,43.0,12.0
b3288,2891.0,1639.0,3697.0,2312.0,5019.0,1373.0,5004.0,940.0,3088.0,3868.0,3694.0,627.0,3477.0,3536.0,3070.0,2890.0,2126.0,4091.0,3314.0,309.0,1462.0,232.0,2389.0,28.0,3113.0,870.0,2893.0,2907.0
b4485,2659.0,17.0,1831.0,59.0,832.0,149.0,1644.0,22.0,1470.0,71.0,248.0,2.0,198.0,37.0,1145.0,52.0,490.0,76.0,680.0,23.0,978.0,41.0,491.0,5.0,130.0,15.0,173.0,14.0
b4108,2181.0,1573.0,3018.0,3820.0,4463.0,2388.0,3234.0,1183.0,1928.0,4332.0,2156.0,551.0,3437.0,1959.0,1979.0,2908.0,2576.0,9430.0,2104.0,614.0,971.0,272.0,1790.0,17.0,2021.0,634.0,1948.0,2425.0
b3524,353.0,28.0,1444.0,66.0,415.0,52.0,2665.0,95.0,611.0,82.0,639.0,8.0,1291.0,176.0,1046.0,104.0,830.0,176.0,1436.0,22.0,415.0,18.0,1016.0,2.0,238.0,15.0,451.0,58.0
b3667,123.0,98.0,260.0,316.0,336.0,235.0,296.0,75.0,436.0,302.0,333.0,51.0,233.0,158.0,323.0,270.0,318.0,440.0,298.0,62.0,121.0,29.0,553.0,2.0,230.0,62.0,256.0,188.0
b0764,521.0,63.0,611.0,103.0,1250.0,149.0,365.0,12.0,311.0,76.0,506.0,25.0,1167.0,308.0,929.0,264.0,487.0,262.0,573.0,18.0,593.0,16.0,577.0,0.0,621.0,41.0,629.0,154.0
b2514,5500.0,2414.0,8597.0,4125.0,10996.0,2471.0,7673.0,739.0,7882.0,6232.0,9157.0,992.0,8343.0,6077.0,7778.0,3728.0,6930.0,8109.0,7394.0,445.0,4199.0,248.0,6094.0,39.0,10899.0,1080.0,6704.0,4153.0
b1682,1011.0,25.0,1105.0,154.0,1183.0,596.0,1612.0,254.0,2161.0,128.0,2224.0,9.0,757.0,2170.0,3948.0,308.0,2316.0,258.0,2985.0,10.0,4086.0,6.0,1965.0,3.0,682.0,93.0,2914.0,503.0
b2536,386.0,116.0,634.0,186.0,769.0,99.0,564.0,42.0,428.0,252.0,394.0,61.0,216.0,141.0,298.0,233.0,172.0,287.0,209.0,28.0,313.0,11.0,220.0,0.0,405.0,103.0,251.0,134.0
b0965,854.0,79.0,1867.0,247.0,1764.0,208.0,2576.0,148.0,1534.0,280.0,1604.0,38.0,661.0,266.0,1642.0,152.0,2077.0,498.0,1965.0,26.0,1818.0,27.0,280.0,2.0,1155.0,86.0,966.0,214.0
b3819,225.0,40.0,426.0,229.0,247.0,29.0,454.0,59.0,383.0,628.0,275.0,37.0,424.0,206.0,379.0,139.0,112.0,149.0,249.0,19.0,152.0,25.0,182.0,2.0,622.0,54.0,136.0,84.0
b1867,753.0,241.0,886.0,272.0,1700.0,668.0,1243.0,47.0,774.0,289.0,334.0,20.0,959.0,185.0,129.0,72.0,560.0,415.0,983.0,39.0,551.0,28.0,379.0,2.0,3338.0,129.0,366.0,130.0
b1492,2270.0,1.0,5104.0,32.0,1002.0,24.0,14370.0,20.0,4199.0,37.0,487.0,6.0,4445.0,110.0,1129.0,11.0,8275.0,80.0,6695.0,7.0,2192.0,4.0,3654.0,2.0,773.0,28.0,328.0,9.0
b1525,4918.0,89.0,2643.0,140.0,1233.0,76.0,1803.0,27.0,1685.0,443.0,1375.0,14.0,1978.0,315.0,861.0,181.0,2706.0,166.0,1568.0,7.0,544.0,14.0,1850.0,8.0,134.0,22.0,2056.0,123.0
b0867,862.0,66.0,1936.0,375.0,975.0,141.0,410.0,14.0,1221.0,421.0,823.0,43.0,1281.0,253.0,1115.0,256.0,969.0,435.0,1372.0,21.0,432.0,11.0,894.0,3.0,758.0,85.0,526.0,153.0
b3365,2487.0,233.0,2320.0,632.0,3355.0,1258.0,681.0,305.0,516.0,1416.0,454.0,113.0,789.0,526.0,358.0,1097.0,971.0,1655.0,471.0,135.0,280.0,19.0,2148.0,4.0,5544.0,262.0,1679.0,422.0
b2925,7490.0,6696.0,14965.0,19271.0,11257.0,5670.0,10286.0,2371.0,9908.0,13243.0,12260.0,2432.0,16153.0,14655.0,11243.0,6756.0,12761.0,21453.0,16436.0,909.0,9624.0,584.0,7816.0,67.0,22092.0,4202.0,7518.0,7495.0
b1427,1659.0,66.0,1367.0,68.0,1716.0,61.0,1753.0,46.0,1472.0,237.0,1887.0,59.0,852.0,240.0,1269.0,153.0,947.0,252.0,1757.0,20.0,2175.0,22.0,1121.0,0.0,486.0,64.0,1009.0,172.0
b0019,1300.0,785.0,3628.0,1137.0,1705.0,305.0,5069.0,586.0,3202.0,1001.0,1504.0,141.0,1473.0,562.0,2021.0,549.0,1525.0,2574.0,1611.0,108.0,313.0,19.0,1278.0,5.0,1301.0,185.0,762.0,566.0
b0740,7509.0,1123.0,10284.0,3495.0,8962.0,1824.0,9937.0,1482.0,8955.0,11824.0,10171.0,1657.0,13286.0,6911.0,12288.0,2989.0,12480.0,7166.0,10104.0,366.0,10441.0,339.0,11115.0,50.0,18173.0,1444.0,12112.0,4836.0
b1424,1383.0,207.0,3088.0,347.0,4566.0,343.0,1716.0,53.0,1471.0,460.0,2316.0,156.0,2094.0,1259.0,2494.0,588.0,1509.0,1116.0,1298.0,53.0,568.0,14.0,1404.0,13.0,3440.0,147.0,1460.0,594.0
b1063,1926.0,161.0,2485.0,218.0,1474.0,122.0,2393.0,64.0,1677.0,440.0,1292.0,63.0,2111.0,329.0,1076.0,206.0,1463.0,503.0,1588.0,28.0,878.0,25.0,958.0,2.0,5041.0,72.0,896.0,161.0
b3399,1366.0,549.0,1885.0,1265.0,2723.0,1950.0,2024.0,351.0,1594.0,1507.0,1186.0,204.0,1158.0,1205.0,1131.0,1088.0,995.0,2387.0,1017.0,144.0,1048.0,134.0,831.0,15.0,2141.0,277.0,721.0,907.0
b4390,1789.0,536.0,2282.0,980.0,2358.0,583.0,1715.0,267.0,2178.0,2052.0,2833.0,218.0,3095.0,1004.0,2849.0,800.0,3368.0,1507.0,2464.0,115.0,1450.0,60.0,1807.0,9.0,2634.0,289.0,1269.0,789.0
b1205,1198.0,4.0,974.0,11.0,408.0,84.0,1382.0,6.0,1806.0,13.0,812.0,0.0,644.0,122.0,1623.0,8.0,793.0,27.0,819.0,3.0,1718.0,0.0,1005.0,0.0,151.0,5.0,890.0,14.0
b2910,3821.0,1317.0,6916.0,2418.0,5198.0,1494.0,7293.0,826.0,6669.0,3537.0,3928.0,688.0,6645.0,2126.0,5149.0,2574.0,4510.0,5121.0,5544.0,526.0,3702.0,316.0,3950.0,29.0,8470.0,1172.0,3974.0,2094.0
b3062,30.0,6.0,28.0,6.0,55.0,16.0,15.0,4.0,35.0,9.0,19.0,0.0,47.0,10.0,43.0,14.0,46.0,30.0,30.0,7.0,29.0,2.0,37.0,1.0,108.0,3.0,48.0,8.0
b2065,2400.0,454.0,2770.0,889.0,2453.0,264.0,2765.0,136.0,1960.0,322.0,1827.0,257.0,1875.0,346.0,1584.0,891.0,1160.0,1620.0,1374.0,98.0,1178.0,97.0,1180.0,5.0,2372.0,254.0,992.0,758.0
b2317,572.0,227.0,701.0,394.0,646.0,286.0,887.0,163.0,880.0,1137.0,696.0,80.0,777.0,555.0,570.0,256.0,631.0,935.0,531.0,50.0,425.0,34.0,533.0,1.0,906.0,109.0,550.0,304.0
b0169,23146.0,37012.0,39363.0,84090.0,56255.0,26641.0,43762.0,15977.0,41844.0,131349.0,44361.0,13692.0,54130.0,55032.0,40524.0,52797.0,40421.0,144403.0,32195.0,7091.0,22946.0,5515.0,33545.0,417.0,48516.0,16387.0,38597.0,57424.0
b2129,167.0,15.0,562.0,30.0,179.0,18.0,445.0,9.0,130.0,12.0,147.0,3.0,210.0,20.0,307.0,14.0,196.0,34.0,144.0,0.0,109.0,8.0,132.0,1.0,127.0,13.0,31.0,9.0
b3781,3907.0,841.0,4925.0,1678.0,3871.0,938.0,5056.0,342.0,3592.0,2400.0,2516.0,242.0,4905.0,823.0,3030.0,2163.0,2103.0,2270.0,3303.0,241.0,1776.0,182.0,2267.0,10.0,5646.0,541.0,2304.0,1031.0
b3242,944.0,765.0,2419.0,529.0,1834.0,2749.0,2601.0,56.0,1327.0,5212.0,2242.0,327.0,841.0,305.0,1142.0,1266.0,1556.0,291.0,1683.0,233.0,441.0,41.0,972.0,9.0,371.0,288.0,1675.0,82.0
b2143,449.0,66.0,532.0,215.0,377.0,124.0,471.0,25.0,352.0,914.0,517.0,31.0,469.0,347.0,264.0,133.0,418.0,241.0,352.0,26.0,232.0,19.0,197.0,3.0,199.0,85.0,425.0,182.0
b1531,666.0,683.0,3095.0,1410.0,691.0,1377.0,1546.0,95.0,1050.0,1093.0,1636.0,96.0,1880.0,519.0,438.0,836.0,1051.0,1912.0,413.0,81.0,600.0,115.0,804.0,2.0,2081.0,910.0,547.0,256.0
b2763,142.0,25.0,237.0,60.0,136.0,113.0,100.0,12.0,212.0,62.0,114.0,14.0,264.0,85.0,247.0,85.0,157.0,143.0,157.0,16.0,114.0,9.0,140.0,2.0,217.0,23.0,129.0,44.0
b3599,774.0,65.0,1336.0,180.0,1100.0,91.0,1195.0,60.0,2107.0,402.0,532.0,52.0,1058.0,746.0,1444.0,263.0,1124.0,421.0,1009.0,36.0,541.0,14.0,480.0,8.0,4397.0,100.0,370.0,409.0
b0239,1608.0,279.0,2866.0,692.0,2716.0,478.0,3601.0,196.0,2638.0,1154.0,2627.0,177.0,2738.0,792.0,2194.0,635.0,2290.0,1605.0,2776.0,87.0,1097.0,49.0,1949.0,11.0,3261.0,285.0,1991.0,522.0
b0639,849.0,495.0,1000.0,727.0,1265.0,799.0,1179.0,193.0,819.0,1354.0,1588.0,225.0,634.0,498.0,1265.0,878.0,932.0,1210.0,1368.0,150.0,714.0,63.0,943.0,3.0,1916.0,235.0,1078.0,767.0
b2751,717.0,39.0,468.0,48.0,251.0,155.0,389.0,14.0,516.0,86.0,318.0,15.0,376.0,200.0,521.0,131.0,304.0,113.0,321.0,20.0,255.0,19.0,480.0,6.0,350.0,34.0,297.0,55.0
b2831,578.0,88.0,730.0,137.0,466.0,106.0,713.0,18.0,464.0,144.0,301.0,14.0,293.0,62.0,317.0,124.0,291.0,198.0,205.0,10.0,309.0,15.0,249.0,1.0,387.0,42.0,335.0,83.0
b0193,51.0,34.0,123.0,64.0,261.0,98.0,136.0,27.0,179.0,141.0,205.0,27.0,187.0,123.0,216.0,149.0,181.0,227.0,161.0,18.0,160.0,29.0,216.0,9.0,102.0,15.0,218.0,85.0
b0662,645.0,91.0,288.0,85.0,384.0,52.0,889.0,71.0,231.0,199.0,215.0,35.0,309.0,157.0,184.0,49.0,296.0,267.0,310.0,21.0,535.0,30.0,166.0,1.0,216.0,46.0,228.0,150.0
b3165,7987.0,5757.0,10269.0,11890.0,12707.0,4999.0,8760.0,2886.0,6463.0,14580.0,9196.0,4142.0,8595.0,8753.0,6887.0,7375.0,6145.0,17978.0,4446.0,1717.0,4070.0,1038.0,5732.0,111.0,5203.0,7653.0,7666.0,8668.0
b1900,4356.0,10.0,2538.0,18.0,3135.0,96.0,3439.0,6.0,1801.0,31.0,462.0,11.0,268.0,64.0,356.0,18.0,867.0,64.0,721.0,11.0,2934.0,5.0,1966.0,2.0,248.0,12.0,297.0,18.0
b2952,280.0,85.0,727.0,398.0,676.0,198.0,984.0,118.0,714.0,294.0,627.0,55.0,617.0,304.0,495.0,340.0,337.0,643.0,422.0,33.0,335.0,38.0,371.0,7.0,879.0,66.0,438.0,279.0
b0917,94.0,36.0,179.0,97.0,304.0,74.0,246.0,41.0,193.0,62.0,316.0,40.0,154.0,36.0,171.0,44.0,195.0,256.0,202.0,15.0,105.0,5.0,137.0,0.0,212.0,30.0,179.0,72.0
b1444,263.0,13.0,279.0,9.0,246.0,13.0,622.0,9.0,130.0,24.0,181.0,8.0,221.0,60.0,354.0,22.0,220.0,43.0,250.0,4.0,227.0,8.0,193.0,0.0,112.0,6.0,105.0,22.0
b2264,1077.0,489.0,1097.0,1111.0,1122.0,377.0,3867.0,478.0,727.0,926.0,1017.0,127.0,2457.0,855.0,1068.0,703.0,1256.0,1892.0,896.0,116.0,836.0,85.0,881.0,5.0,995.0,169.0,730.0,787.0
b3984,11447.0,13098.0,12071.0,19980.0,35564.0,17765.0,9685.0,4088.0,11162.0,24718.0,16602.0,5458.0,39293.0,41198.0,14960.0,19641.0,19467.0,68613.0,11082.0,2511.0,4268.0,885.0,11369.0,138.0,8433.0,6243.0,12094.0,19301.0
b3343,1120.0,330.0,1479.0,539.0,2644.0,1731.0,1634.0,158.0,1915.0,876.0,1612.0,81.0,1425.0,963.0,1809.0,748.0,1370.0,1259.0,1399.0,59.0,1133.0,47.0,1165.0,8.0,2184.0,114.0,637.0,351.0
b2825,70.0,7.0,119.0,15.0,94.0,17.0,115.0,2.0,103.0,48.0,84.0,4.0,87.0,21.0,94.0,22.0,58.0,49.0,88.0,12.0,56.0,2.0,80.0,3.0,106.0,2.0,17.0,5.0
b3583,159.0,3.0,339.0,8.0,161.0,6.0,332.0,0.0,161.0,6.0,184.0,5.0,83.0,8.0,1490.0,12.0,151.0,12.0,100.0,5.0,145.0,1.0,247.0,1.0,42.0,3.0,183.0,5.0
b1733,529.0,22.0,861.0,61.0,452.0,14.0,811.0,6.0,660.0,162.0,358.0,9.0,380.0,65.0,394.0,44.0,342.0,83.0,336.0,9.0,211.0,6.0,300.0,0.0,477.0,15.0,307.0,35.0
b0382,2577.0,14.0,6139.0,11.0,3977.0,49.0,11573.0,17.0,2517.0,67.0,3560.0,31.0,2316.0,165.0,1764.0,37.0,4735.0,171.0,1218.0,12.0,3001.0,5.0,4508.0,0.0,2711.0,52.0,2020.0,75.0
b2567,2863.0,1684.0,5111.0,2518.0,6623.0,1569.0,5763.0,933.0,4219.0,3938.0,3346.0,829.0,2253.0,2580.0,2299.0,2894.0,2106.0,6062.0,2313.0,342.0,1362.0,319.0,2361.0,25.0,1915.0,986.0,3411.0,3588.0
b0461,1706.0,1828.0,4607.0,5278.0,5064.0,3510.0,8325.0,5614.0,4010.0,7172.0,4956.0,3690.0,2761.0,5328.0,5601.0,6689.0,6772.0,12131.0,5834.0,1202.0,6102.0,883.0,7290.0,75.0,12007.0,6490.0,18602.0,4431.0
b2151,1475.0,17.0,620.0,23.0,614.0,59.0,869.0,22.0,2107.0,35.0,1214.0,7.0,713.0,160.0,3171.0,59.0,700.0,80.0,1592.0,9.0,2380.0,6.0,800.0,2.0,68.0,8.0,206.0,24.0
b4705,2907.0,203.0,2772.0,187.0,1826.0,235.0,3305.0,101.0,2860.0,629.0,2178.0,23.0,2619.0,448.0,2784.0,278.0,2262.0,264.0,3074.0,39.0,2149.0,27.0,3063.0,4.0,2729.0,58.0,2470.0,182.0
b2017,2436.0,282.0,2014.0,590.0,2957.0,351.0,3921.0,259.0,2888.0,1528.0,1128.0,83.0,1734.0,970.0,1407.0,496.0,2534.0,1215.0,1316.0,62.0,7385.0,220.0,1458.0,4.0,4897.0,158.0,1153.0,593.0
b3383,244.0,40.0,252.0,68.0,328.0,100.0,173.0,12.0,406.0,183.0,383.0,18.0,423.0,298.0,576.0,126.0,311.0,316.0,364.0,30.0,707.0,26.0,663.0,3.0,107.0,64.0,461.0,186.0
b4102,3.0,3.0,3.0,3.0,10.0,2.0,4.0,0.0,5.0,1.0,7.0,0.0,6.0,0.0,9.0,6.0,8.0,3.0,6.0,6.0,4.0,1.0,6.0,0.0,12.0,0.0,3.0,0.0
b2506,138.0,3.0,230.0,3.0,280.0,24.0,415.0,6.0,223.0,37.0,192.0,2.0,64.0,33.0,102.0,24.0,156.0,25.0,153.0,6.0,82.0,7.0,93.0,0.0,260.0,6.0,75.0,15.0
b1033,1942.0,250.0,3111.0,434.0,1399.0,169.0,1194.0,35.0,2558.0,514.0,1574.0,20.0,1723.0,316.0,988.0,129.0,669.0,144.0,1575.0,18.0,1213.0,11.0,813.0,2.0,1838.0,71.0,2395.0,235.0
b2500,546.0,164.0,1007.0,453.0,1033.0,320.0,907.0,62.0,775.0,540.0,477.0,54.0,472.0,177.0,531.0,383.0,310.0,495.0,313.0,30.0,228.0,26.0,331.0,5.0,482.0,97.0,324.0,247.0
b2678,104.0,1876.0,184.0,2138.0,238.0,2313.0,292.0,430.0,137.0,19.0,184.0,7.0,251.0,95.0,137.0,241.0,139.0,2103.0,129.0,42.0,149.0,18.0,303.0,1.0,1355.0,276.0,90.0,36.0
b3822,845.0,533.0,1958.0,876.0,2297.0,666.0,670.0,66.0,1640.0,818.0,1137.0,169.0,716.0,532.0,953.0,947.0,564.0,1652.0,550.0,104.0,374.0,74.0,656.0,10.0,1064.0,344.0,869.0,855.0
b0785,2565.0,110.0,1858.0,175.0,3235.0,315.0,1245.0,64.0,2068.0,345.0,1690.0,25.0,2304.0,327.0,963.0,191.0,916.0,657.0,1393.0,38.0,1004.0,13.0,307.0,2.0,1061.0,61.0,741.0,288.0
b3086,125.0,16.0,179.0,33.0,177.0,25.0,111.0,6.0,139.0,74.0,69.0,10.0,68.0,43.0,64.0,28.0,87.0,68.0,59.0,20.0,59.0,10.0,59.0,1.0,77.0,15.0,72.0,25.0
b1584,2295.0,120.0,3906.0,577.0,3682.0,228.0,4968.0,160.0,5433.0,1959.0,3202.0,138.0,2934.0,1190.0,2403.0,341.0,4536.0,1803.0,2486.0,50.0,2595.0,45.0,3097.0,9.0,4577.0,190.0,2537.0,1086.0
b1816,616.0,185.0,1072.0,178.0,2247.0,320.0,1324.0,56.0,832.0,171.0,1144.0,54.0,1543.0,553.0,694.0,321.0,882.0,451.0,604.0,20.0,585.0,30.0,599.0,2.0,3248.0,94.0,906.0,237.0
b3895,595.0,48.0,1017.0,126.0,563.0,49.0,1071.0,41.0,774.0,298.0,558.0,71.0,1160.0,106.0,623.0,185.0,249.0,188.0,480.0,21.0,412.0,21.0,396.0,2.0,369.0,62.0,478.0,197.0
b3474,122.0,6.0,612.0,35.0,280.0,28.0,760.0,5.0,471.0,77.0,232.0,5.0,306.0,30.0,185.0,22.0,277.0,53.0,362.0,14.0,165.0,6.0,248.0,2.0,114.0,11.0,150.0,34.0
b3860,1216.0,726.0,2663.0,2041.0,1268.0,307.0,2494.0,429.0,2232.0,2250.0,602.0,64.0,874.0,339.0,559.0,260.0,2706.0,3358.0,2902.0,210.0,1323.0,116.0,480.0,1.0,5970.0,454.0,463.0,180.0
b0931,2939.0,1058.0,7775.0,2868.0,6412.0,1284.0,7357.0,675.0,5337.0,2625.0,3476.0,384.0,2561.0,1161.0,2742.0,3202.0,1469.0,2738.0,2037.0,220.0,2191.0,245.0,2046.0,5.0,3386.0,628.0,3678.0,1485.0
b2702,42190.0,22.0,6399.0,13.0,6044.0,577.0,5952.0,20.0,10588.0,1.0,2173.0,3.0,1121.0,801.0,19962.0,24.0,7511.0,228.0,2515.0,18.0,11612.0,5.0,7893.0,3.0,47.0,7.0,533.0,24.0
b0329,2002.0,3.0,12896.0,51.0,3701.0,41.0,20959.0,17.0,7722.0,59.0,4951.0,6.0,4467.0,151.0,7364.0,22.0,5280.0,75.0,6275.0,3.0,3842.0,5.0,6449.0,0.0,400.0,2.0,470.0,18.0
b0757,17757.0,196.0,25234.0,341.0,19264.0,340.0,14150.0,176.0,20574.0,440.0,13650.0,109.0,9046.0,800.0,12801.0,366.0,11964.0,681.0,13773.0,52.0,11170.0,15.0,12146.0,6.0,1666.0,86.0,12261.0,350.0
b0479,1969.0,84.0,2911.0,182.0,2338.0,138.0,3148.0,33.0,2590.0,442.0,2656.0,13.0,3176.0,272.0,1263.0,161.0,924.0,149.0,2342.0,29.0,2013.0,38.0,3253.0,3.0,2341.0,41.0,2970.0,170.0
b2698,49.0,35.0,95.0,94.0,203.0,71.0,63.0,24.0,124.0,138.0,100.0,11.0,64.0,52.0,91.0,101.0,92.0,181.0,99.0,8.0,85.0,18.0,95.0,0.0,89.0,23.0,109.0,28.0
b0852,731.0,198.0,1386.0,643.0,1086.0,742.0,657.0,46.0,287.0,199.0,918.0,69.0,912.0,199.0,737.0,341.0,608.0,841.0,626.0,56.0,278.0,33.0,673.0,4.0,613.0,177.0,493.0,245.0
b4181,72.0,2.0,114.0,12.0,210.0,21.0,168.0,3.0,21.0,0.0,434.0,26.0,106.0,44.0,98.0,13.0,124.0,46.0,153.0,15.0,55.0,2.0,144.0,6.0,61.0,14.0,63.0,20.0
b3407,3962.0,1572.0,3548.0,2313.0,5291.0,2101.0,4432.0,577.0,3802.0,2398.0,4339.0,384.0,2868.0,1250.0,3313.0,2630.0,2584.0,3652.0,2137.0,251.0,2176.0,215.0,1924.0,17.0,6268.0,619.0,2840.0,1451.0
b1992,222.0,16.0,830.0,70.0,403.0,18.0,309.0,2.0,363.0,72.0,361.0,10.0,487.0,136.0,249.0,26.0,239.0,87.0,239.0,4.0,209.0,9.0,336.0,3.0,399.0,17.0,210.0,38.0
b2992,827.0,44.0,471.0,101.0,600.0,79.0,252.0,19.0,350.0,160.0,701.0,41.0,704.0,85.0,341.0,61.0,365.0,187.0,390.0,16.0,250.0,14.0,377.0,2.0,334.0,38.0,300.0,99.0
b2422,164.0,2.0,133.0,26.0,157.0,75.0,168.0,10.0,251.0,39.0,157.0,2.0,197.0,38.0,147.0,35.0,170.0,98.0,95.0,3.0,89.0,3.0,124.0,1.0,205.0,21.0,135.0,40.0
b1817,10509.0,293.0,11545.0,722.0,16087.0,1230.0,16938.0,599.0,7583.0,2772.0,6464.0,211.0,4982.0,6711.0,6789.0,787.0,6822.0,2934.0,4886.0,84.0,7101.0,72.0,6633.0,27.0,6359.0,542.0,10395.0,3421.0
